tab 	pmag_specimens
er_analyst_mail_names	er_citation_names	er_location_name	er_sample_name	er_site_name	er_specimen_name	magic_experiment_names	magic_instrument_codes	magic_method_codes	magic_software_packages	measurement_step_max	measurement_step_min	measurement_step_unit	specimen_alpha95	specimen_comp_n	specimen_comp_name	specimen_correction	specimen_dang	specimen_dec	specimen_direction_type	specimen_flag	specimen_inc	specimen_mad	specimen_n	specimen_tilt_correction
	This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-06-15 10:51:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	948	863	K		4	HEM	u	12.7	20.9	l	g	-8.4	5.2	7	100
	This study	unknown	Z78.10	Z78	Z78.10a	Z78.10a:LP-DIR-T	hargrave 2016-06-15 10:51:08	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	773	573	K		4	MID	u	5.5	12.1	l	b	-11.9	3.8	6	100
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	373	K		3	LOW	u	137.4	110.6	l	g	58.6	8.1	3	-1
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	823	K		3	MAG	u	18.0	15.3	l	g	-69.9	4.4	8	-1
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	773	623	K		3	MID	u	18.8	358.3	l	g	-47.5	2.9	6	-1
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	373	K		3	LOW	u	137.4	325.3	l	g	55.7	8.1	3	0
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	823	K		3	MAG	u	18.0	61.0	l	g	-77.3	4.4	8	0
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	773	623	K		3	MID	u	18.8	259.7	l	g	-78.5	2.9	6	0
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	373	K		3	LOW	u	137.4	274.2	l	g	47.7	8.1	3	100
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	823	K		3	MAG	u	18.0	46.0	l	g	-39.8	4.4	8	100
	This study	unknown	Z78.1	Z78	Z78.1a	Z78.1a:LP-DIR-T	hargrave 2016-06-15 10:35:24	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	773	623	K		3	MID	u	18.8	25.5	l	g	-59.9	2.9	6	100
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	57.6	215.0	l	g	15.3	6.4	3	-1
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	855	803	K		4	MAG	u	13.1	308.5	l	g	-72.2	6.1	11	-1
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	948	923	K		4	HEM	u	0.0	157.5	l	g	32.3	14.1	4	-1
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	623	K		4	MID	u	13.5	236.1	l	b	-62.4	5.3	7	-1
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	57.6	344.9	l	g	29.7	6.4	3	0
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		4	MAG	u	13.1	10.2	l	g	-74.6	6.1	11	0
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	948	923	K		4	HEM	u	0.0	276.1	l	g	48.5	14.1	4	0
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	623	K		4	MID	u	13.5	341.9	l	b	-49.7	5.3	7	0
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	57.6	316.8	l	g	44.0	6.4	3	100
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		4	MAG	u	13.1	30.5	l	g	-38.0	6.1	11	100
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	948	923	K		4	HEM	u	0.0	256.2	l	g	21.1	14.1	4	100
	This study	unknown	Z78.2	Z78	Z78.2a	Z78.2a:LP-DIR-T	hargrave 2016-06-15 10:37:03	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	623	K		4	MID	u	13.5	3.5	l	b	-22.9	5.3	7	100
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	523	373	K		4	LOW	u	78.2	343.0	l	b	-86.2	12.4	4	-1
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	858	838	K		4	MAG	u	22.5	331.3	l	b	-16.4	6.4	4	-1
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	958	863	K		4	HEM	u	0.9	342.8	l	g	1.8	3.2	9	-1
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	818	773	K		4	MID	u	31.1	4.2	l	g	-24.6	5.8	3	-1
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	523	373	K		4	LOW	u	78.2	268.5	l	b	-5.7	12.4	4	0
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	858	838	K		4	MAG	u	22.5	328.7	l	b	-58.3	6.4	4	0
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	958	863	K		4	HEM	u	0.9	9.8	l	g	-72.4	3.2	9	0
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	818	773	K		4	MID	u	31.1	257.6	l	g	-67.0	5.8	3	0
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	523	373	K		4	LOW	u	78.2	278.5	l	b	-29.1	12.4	4	100
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	858	838	K		4	MAG	u	22.5	3.0	l	b	-34.4	6.4	4	100
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	958	863	K		4	HEM	u	0.9	29.3	l	g	-36.0	3.2	9	100
	This study	unknown	Z78.3	Z78	Z78.3a	Z78.3a:LP-DIR-T	hargrave 2016-06-15 10:38:42	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	818	773	K		4	MID	u	31.1	4.1	l	g	-66.2	5.8	3	100
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	143.9	213.5	l	g	47.0	2.7	3	-1
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	849	803	K		4	MAG	u	24.7	277.6	l	g	-77.3	6.1	8	-1
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	948	858	K		4	HEM	u	0.0	113.0	l	g	39.5	7.1	6	-1
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	788	623	K		4	MID	u	13.6	13.9	l	g	-70.3	3.0	6	-1
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	143.9	64.9	l	g	64.6	2.7	3	0
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	849	803	K		4	MAG	u	24.7	33.0	l	g	-63.7	6.1	8	0
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	948	858	K		4	HEM	u	0.0	274.0	l	g	44.7	7.1	6	0
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	788	623	K		4	MID	u	13.6	324.8	l	g	-82.6	3.0	6	0
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	143.9	184.9	l	g	72.0	2.7	3	100
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	849	803	K		4	MAG	u	24.7	36.7	l	g	-25.6	6.1	8	100
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	948	858	K		4	HEM	u	0.0	257.0	l	g	17.1	7.1	6	100
	This study	unknown	Z78.4	Z78	Z78.4a	Z78.4a:LP-DIR-T	hargrave 2016-06-15 10:40:26	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	788	623	K		4	MID	u	13.6	29.1	l	g	-49.4	3.0	6	100
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	818	473	K		2	MID	u	2.1	114.3	l	b	75.2	1.0	12	-1
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	843	828	K		2	MAG	u	0.0	22.0	l	b	-14.9	9.4	4	-1
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	818	473	K		2	MID	u	2.1	325.2	l	b	48.4	1.0	12	0
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	843	828	K		2	MAG	u	0.0	344.3	l	b	-55.4	9.4	4	0
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	818	473	K		2	MID	u	2.1	283.2	l	b	43.9	1.0	12	100
	This study	unknown	Z78.5	Z78	Z78.5a	Z78.5a:LP-DIR-T	hargrave 2016-06-15 10:42:14	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	843	828	K		2	MAG	u	0.0	8.4	l	b	-26.7	9.4	4	100
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	423	K		2	MID	u	2.3	13.0	l	b	72.7	1.0	12	-1
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL-A:DA-DIR	pmagpy-3.4.1	846	818	K		2	MAG	u	0.0	29.8	l	b	-22.2	12.6	6	-1
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	423	K		2	MID	u	2.3	315.6	l	b	49.9	1.0	12	0
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL-A:DA-DIR-GEO	pmagpy-3.4.1	846	818	K		2	MAG	u	0.0	347.4	l	b	-41.5	12.6	6	0
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	423	K		2	MID	u	2.3	276.6	l	b	39.7	1.0	12	100
	This study	unknown	Z78.6	Z78	Z78.6a	Z78.6a:LP-DIR-T	hargrave 2016-06-15 10:44:06	LP-DIR-T:DE-BFL-A:DA-DIR-TILT	pmagpy-3.4.1	846	818	K		2	MAG	u	0.0	2.3	l	b	-13.9	12.6	6	100
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	95.2	217.2	l	g	21.5	11.6	3	-1
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	855	803	K		4	MAG	u	3.2	293.1	l	b	-40.0	5.0	11	-1
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	958	863	K		4	HEM	u	5.2	295.2	l	g	-37.7	8.0	9	-1
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	803	623	K		4	MID	u	7.8	302.2	l	b	-43.3	6.4	8	-1
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	95.2	7.4	l	g	55.0	11.6	3	0
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		4	MAG	u	3.2	351.1	l	b	-37.5	5.0	11	0
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	958	863	K		4	HEM	u	5.2	354.5	l	g	-38.4	8.0	9	0
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	803	623	K		4	MID	u	7.8	348.8	l	b	-44.8	6.4	8	0
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	95.2	287.7	l	g	70.4	11.6	3	100
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		4	MAG	u	3.2	2.8	l	b	-9.0	5.0	11	100
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	958	863	K		4	HEM	u	5.2	5.6	l	g	-8.6	8.0	9	100
	This study	unknown	Z78.7	Z78	Z78.7a	Z78.7a:LP-DIR-T	hargrave 2016-06-15 10:45:57	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	803	623	K		4	MID	u	7.8	4.9	l	b	-16.3	6.4	8	100
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	423	348	K		4	LOW	u	112.8	257.0	l	b	52.9	11.7	3	-1
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	803	K		4	MAG	u	12.4	276.7	l	b	-44.2	3.6	10	-1
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	953	863	K		4	HEM	u	75.0	274.9	l	g	-54.4	7.8	8	-1
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	748	573	K		4	MID	u	9.0	289.4	l	b	-63.2	5.2	6	-1
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	423	348	K		4	LOW	u	112.8	79.6	l	b	36.0	11.7	3	0
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		4	MAG	u	12.4	0.8	l	b	-29.1	3.6	10	0
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	863	K		4	HEM	u	75.0	349.3	l	g	-31.9	7.8	8	0
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	748	573	K		4	MID	u	9.0	340.6	l	b	-41.1	5.2	6	0
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	423	348	K		4	LOW	u	112.8	116.3	l	b	58.1	11.7	3	100
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		4	MAG	u	12.4	6.5	l	b	2.0	3.6	10	100
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	863	K		4	HEM	u	75.0	358.8	l	g	-4.9	7.8	8	100
	This study	unknown	Z78.8	Z78	Z78.8a	Z78.8a:LP-DIR-T	hargrave 2016-06-15 10:47:45	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	748	573	K		4	MID	u	9.0	357.5	l	b	-16.3	5.2	6	100
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	473	348	K		4	LOW	u	133.9	143.7	l	g	23.2	2.8	3	-1
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	852	803	K		4	MAG	u	35.6	2.5	l	g	-28.9	5.4	9	-1
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	953	923	K		4	HEM	u	29.1	156.8	l	g	58.7	15.2	5	-1
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	773	573	K		4	MID	u	12.3	357.1	l	g	-13.0	5.1	7	-1
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	473	348	K		4	LOW	u	133.9	326.8	l	g	56.2	2.8	3	0
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	852	803	K		4	MAG	u	35.6	55.1	l	g	-80.8	5.4	9	0
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	923	K		4	HEM	u	29.1	266.7	l	g	47.8	15.2	5	0
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	773	573	K		4	MID	u	12.3	227.2	l	g	-82.5	5.1	7	0
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	473	348	K		4	LOW	u	133.9	274.1	l	g	48.7	2.8	3	100
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	852	803	K		4	MAG	u	35.6	43.4	l	g	-42.9	5.4	9	100
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	923	K		4	HEM	u	29.1	250.8	l	g	17.3	15.2	5	100
	This study	unknown	Z78.9	Z78	Z78.9a	Z78.9a:LP-DIR-T	hargrave 2016-06-15 10:49:29	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	773	573	K		4	MID	u	12.3	38.4	l	g	-59.3	5.1	7	100
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	855	803	K		2	MAG	u	17.5	2.7	l	g	-43.2	15.6	10	-1
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR	pmagpy-3.4.1	953	903	K		2	HEM	u	0.1	338.9	l	g	-42.3	2.1	6	-1
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	855	803	K		2	MAG	u	17.5	41.5	l	g	-79.6	15.6	10	0
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR-GEO	pmagpy-3.4.1	953	903	K		2	HEM	u	0.1	107.1	l	g	-70.9	2.1	6	0
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	855	803	K		2	MAG	u	17.5	40.5	l	g	-41.4	15.6	10	100
	This study	unknown	Z79.1	Z79	Z79.1a	Z79.1a:LP-DIR-T	hargrave 2016-06-08 11:55:31	LP-DIR-T:DE-BFL:DA-DIR-TILT	pmagpy-3.4.1	953	903	K		2	HEM	u	0.1	63.9	l	g	-41.6	2.1	6	100
